movie_id,num_genres,id_1,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9,id_10,id_11
427760,2,35,18,0,0,0,0,0,0,0,0,0
346651,3,28,878,53,0,0,0,0,0,0,0,0
315011,5,28,18,12,27,878,0,0,0,0,0,0
346651,3,28,878,53,0,0,0,0,0,0,0,0
391698,2,99,10402,0,0,0,0,0,0,0,0,0
308529,2,28,18,0,0,0,0,0,0,0,0,0
335791,3,9648,18,27,0,0,0,0,0,0,0,0
326285,1,18,0,0,0,0,0,0,0,0,0,0
315880,2,10749,18,0,0,0,0,0,0,0,0,0
402298,2,18,36,0,0,0,0,0,0,0,0,0
347123,3,18,36,10770,0,0,0,0,0,0,0,0
393764,2,35,18,0,0,0,0,0,0,0,0,0
372411,1,35,0,0,0,0,0,0,0,0,0,0
332721,1,35,0,0,0,0,0,0,0,0,0,0
334524,3,12,18,53,0,0,0,0,0,0,0,0
344041,2,18,53,0,0,0,0,0,0,0,0,0
370978,2,35,10749,0,0,0,0,0,0,0,0,0
290825,4,35,14,27,53,0,0,0,0,0,0,0
373072,1,99,0,0,0,0,0,0,0,0,0,0
377273,1,18,0,0,0,0,0,0,0,0,0,0
348893,1,28,0,0,0,0,0,0,0,0,0,0
413279,3,35,14,878,0,0,0,0,0,0,0,0
328429,3,53,18,878,0,0,0,0,0,0,0,0
351809,2,80,53,0,0,0,0,0,0,0,0,0
332794,1,12,0,0,0,0,0,0,0,0,0,0
390989,4,28,27,878,10770,0,0,0,0,0,0,0
403450,3,10752,18,35,0,0,0,0,0,0,0,0
337154,2,35,18,0,0,0,0,0,0,0,0,0
333663,1,35,0,0,0,0,0,0,0,0,0,0
310888,2,10749,18,0,0,0,0,0,0,0,0,0
390584,2,80,18,0,0,0,0,0,0,0,0,0
380808,1,99,0,0,0,0,0,0,0,0,0,0
377985,3,28,18,53,0,0,0,0,0,0,0,0
387893,5,12,16,35,10751,10770,0,0,0,0,0,0
362703,4,28,12,53,37,0,0,0,0,0,0,0
343173,1,27,0,0,0,0,0,0,0,0,0,0
257440,3,53,18,80,0,0,0,0,0,0,0,0
347689,3,12,35,10751,0,0,0,0,0,0,0,0
360030,1,99,0,0,0,0,0,0,0,0,0,0
376812,2,18,28,0,0,0,0,0,0,0,0,0
340945,2,28,10752,0,0,0,0,0,0,0,0,0
345875,3,53,27,9648,0,0,0,0,0,0,0,0
393559,3,16,18,10751,0,0,0,0,0,0,0,0
294795,3,14,53,9648,0,0,0,0,0,0,0,0
291264,3,35,18,9648,0,0,0,0,0,0,0,0
333386,2,37,18,0,0,0,0,0,0,0,0,0
411638,1,53,0,0,0,0,0,0,0,0,0,0
407559,2,27,53,0,0,0,0,0,0,0,0,0
413471,3,35,18,10749,0,0,0,0,0,0,0,0
360365,3,35,18,10402,0,0,0,0,0,0,0,0
364051,1,18,0,0,0,0,0,0,0,0,0,0
360606,2,10770,35,0,0,0,0,0,0,0,0,0
403642,3,80,27,53,0,0,0,0,0,0,0,0
371738,3,35,18,10749,0,0,0,0,0,0,0,0
371449,1,18,0,0,0,0,0,0,0,0,0,0
371560,2,18,27,0,0,0,0,0,0,0,0,0
413730,1,35,0,0,0,0,0,0,0,0,0,0
394161,1,53,0,0,0,0,0,0,0,0,0,0
381890,4,35,878,14,10749,0,0,0,0,0,0,0
368940,4,16,10751,35,12,0,0,0,0,0,0,0
326094,1,35,0,0,0,0,0,0,0,0,0,0
317557,1,18,0,0,0,0,0,0,0,0,0,0
340611,1,18,0,0,0,0,0,0,0,0,0,0
369779,1,35,0,0,0,0,0,0,0,0,0,0
383121,2,28,35,0,0,0,0,0,0,0,0,0
379873,1,35,0,0,0,0,0,0,0,0,0,0
377462,1,99,0,0,0,0,0,0,0,0,0,0
339927,2,35,99,0,0,0,0,0,0,0,0,0
325346,2,35,18,0,0,0,0,0,0,0,0,0
391757,2,18,28,0,0,0,0,0,0,0,0,0
375900,1,35,0,0,0,0,0,0,0,0,0,0
305943,2,18,53,0,0,0,0,0,0,0,0,0
298583,2,35,10749,0,0,0,0,0,0,0,0,0
377587,2,35,27,0,0,0,0,0,0,0,0,0
408508,1,18,0,0,0,0,0,0,0,0,0,0
336455,3,18,27,878,0,0,0,0,0,0,0,0
339405,1,18,0,0,0,0,0,0,0,0,0,0
353728,1,18,0,0,0,0,0,0,0,0,0,0
369299,2,35,10749,0,0,0,0,0,0,0,0,0
371865,2,35,18,0,0,0,0,0,0,0,0,0
375950,2,18,35,0,0,0,0,0,0,0,0,0
360814,1,18,0,0,0,0,0,0,0,0,0,0
375290,4,53,28,18,36,0,0,0,0,0,0,0
347126,1,18,0,0,0,0,0,0,0,0,0,0
386124,2,878,28,0,0,0,0,0,0,0,0,0
376453,1,53,0,0,0,0,0,0,0,0,0,0
348390,2,18,36,0,0,0,0,0,0,0,0,0
412519,4,10749,18,10751,10402,0,0,0,0,0,0,0
374052,4,35,14,27,10749,0,0,0,0,0,0,0
394661,1,53,0,0,0,0,0,0,0,0,0,0
419639,1,53,0,0,0,0,0,0,0,0,0,0
368993,1,35,0,0,0,0,0,0,0,0,0,0
381255,2,18,10749,0,0,0,0,0,0,0,0,0
340487,1,18,0,0,0,0,0,0,0,0,0,0
377154,1,18,0,0,0,0,0,0,0,0,0,0
425703,1,35,0,0,0,0,0,0,0,0,0,0
380565,1,53,0,0,0,0,0,0,0,0,0,0
330982,3,18,27,9648,0,0,0,0,0,0,0,0
402907,2,35,28,0,0,0,0,0,0,0,0,0
400608,2,10402,35,0,0,0,0,0,0,0,0,0
245627,2,27,53,0,0,0,0,0,0,0,0,0
388347,3,12,28,878,0,0,0,0,0,0,0,0
369883,1,35,0,0,0,0,0,0,0,0,0,0
374465,1,18,0,0,0,0,0,0,0,0,0,0
339116,6,28,12,35,14,878,53,0,0,0,0,0
418333,2,10749,35,0,0,0,0,0,0,0,0,0
336445,1,35,0,0,0,0,0,0,0,0,0,0
373889,2,35,18,0,0,0,0,0,0,0,0,0
354979,3,18,80,53,0,0,0,0,0,0,0,0
398289,2,28,18,0,0,0,0,0,0,0,0,0
431483,4,53,18,9648,878,0,0,0,0,0,0,0
382518,1,35,0,0,0,0,0,0,0,0,0,0
310119,3,12,18,36,0,0,0,0,0,0,0,0
345918,2,18,53,0,0,0,0,0,0,0,0,0
407389,2,27,53,0,0,0,0,0,0,0,0,0
347881,1,35,0,0,0,0,0,0,0,0,0,0
347026,2,18,36,0,0,0,0,0,0,0,0,0
381353,1,35,0,0,0,0,0,0,0,0,0,0
352186,1,35,0,0,0,0,0,0,0,0,0,0
390669,2,10749,35,0,0,0,0,0,0,0,0,0
376261,1,99,0,0,0,0,0,0,0,0,0,0
318226,0,0,0,0,0,0,0,0,0,0,0,0
330697,1,18,0,0,0,0,0,0,0,0,0,0
390669,2,10749,35,0,0,0,0,0,0,0,0,0
291328,3,35,18,10749,0,0,0,0,0,0,0,0
325302,3,9648,18,27,0,0,0,0,0,0,0,0
338544,1,99,0,0,0,0,0,0,0,0,0,0
334536,2,53,27,0,0,0,0,0,0,0,0,0
375527,2,35,18,0,0,0,0,0,0,0,0,0
376166,2,18,10749,0,0,0,0,0,0,0,0,0
378200,2,35,10749,0,0,0,0,0,0,0,0,0
353433,1,53,0,0,0,0,0,0,0,0,0,0
384727,1,35,0,0,0,0,0,0,0,0,0,0
376228,1,99,0,0,0,0,0,0,0,0,0,0
416211,2,10752,99,0,0,0,0,0,0,0,0,0
296523,2,18,53,0,0,0,0,0,0,0,0,0
407655,2,35,10402,0,0,0,0,0,0,0,0,0
391700,1,35,0,0,0,0,0,0,0,0,0,0
227932,1,35,0,0,0,0,0,0,0,0,0,0
376233,2,16,99,0,0,0,0,0,0,0,0,0
403052,2,16,35,0,0,0,0,0,0,0,0,0
381262,1,18,0,0,0,0,0,0,0,0,0,0
397981,2,12,27,0,0,0,0,0,0,0,0,0
392140,1,35,0,0,0,0,0,0,0,0,0,0
340676,3,9648,18,53,0,0,0,0,0,0,0,0
321666,2,53,18,0,0,0,0,0,0,0,0,0
378779,4,18,10752,36,10749,0,0,0,0,0,0,0
351454,1,18,0,0,0,0,0,0,0,0,0,0
300667,2,35,18,0,0,0,0,0,0,0,0,0
394684,1,53,0,0,0,0,0,0,0,0,0,0
378385,3,28,18,10752,0,0,0,0,0,0,0,0
340481,3,53,18,80,0,0,0,0,0,0,0,0
360249,3,28,12,18,0,0,0,0,0,0,0,0
375897,1,35,0,0,0,0,0,0,0,0,0,0
373473,1,18,0,0,0,0,0,0,0,0,0,0
337874,1,18,0,0,0,0,0,0,0,0,0,0
392536,2,16,10751,0,0,0,0,0,0,0,0,0
392058,2,27,35,0,0,0,0,0,0,0,0,0
412924,2,99,10402,0,0,0,0,0,0,0,0,0
277710,2,18,53,0,0,0,0,0,0,0,0,0
355506,1,27,0,0,0,0,0,0,0,0,0,0
383535,3,53,35,27,0,0,0,0,0,0,0,0
363841,3,18,10752,10749,0,0,0,0,0,0,0,0
384112,1,35,0,0,0,0,0,0,0,0,0,0
397717,1,18,0,0,0,0,0,0,0,0,0,0
358807,1,18,0,0,0,0,0,0,0,0,0,0
306966,1,27,0,0,0,0,0,0,0,0,0,0
356334,1,28,0,0,0,0,0,0,0,0,0,0
332285,1,27,0,0,0,0,0,0,0,0,0,0
388440,3,14,9648,53,0,0,0,0,0,0,0,0
407375,3,28,18,10752,0,0,0,0,0,0,0,0
394374,2,80,53,0,0,0,0,0,0,0,0,0
393445,2,18,10749,0,0,0,0,0,0,0,0,0
276624,4,28,878,14,27,0,0,0,0,0,0,0
262982,3,28,18,53,0,0,0,0,0,0,0,0
352695,2,18,35,0,0,0,0,0,0,0,0,0
400605,2,28,27,0,0,0,0,0,0,0,0,0
358725,2,35,18,0,0,0,0,0,0,0,0,0
383807,1,18,0,0,0,0,0,0,0,0,0,0
375809,2,18,35,0,0,0,0,0,0,0,0,0
347033,1,18,0,0,0,0,0,0,0,0,0,0
428074,3,10751,18,35,0,0,0,0,0,0,0,0
376579,1,53,0,0,0,0,0,0,0,0,0,0
364615,3,18,80,53,0,0,0,0,0,0,0,0
419772,1,35,0,0,0,0,0,0,0,0,0,0
406285,2,878,28,0,0,0,0,0,0,0,0,0
419504,0,0,0,0,0,0,0,0,0,0,0,0
399894,3,28,27,878,0,0,0,0,0,0,0,0
320413,3,35,27,53,0,0,0,0,0,0,0,0
377448,6,10770,27,35,10402,53,878,0,0,0,0,0
384500,1,35,0,0,0,0,0,0,0,0,0,0
402334,2,80,18,0,0,0,0,0,0,0,0,0
109453,1,18,0,0,0,0,0,0,0,0,0,0
262848,3,878,14,27,0,0,0,0,0,0,0,0
361777,2,36,53,0,0,0,0,0,0,0,0,0
396263,4,28,16,27,878,0,0,0,0,0,0,0
421851,1,99,0,0,0,0,0,0,0,0,0,0
394269,1,10402,0,0,0,0,0,0,0,0,0,0
360029,1,99,0,0,0,0,0,0,0,0,0,0
392794,1,18,0,0,0,0,0,0,0,0,0,0
376869,1,18,0,0,0,0,0,0,0,0,0,0
390520,1,99,0,0,0,0,0,0,0,0,0,0
380111,2,18,28,0,0,0,0,0,0,0,0,0
374671,1,18,0,0,0,0,0,0,0,0,0,0
376424,2,80,99,0,0,0,0,0,0,0,0,0
375108,2,28,878,0,0,0,0,0,0,0,0,0
385320,3,878,28,27,0,0,0,0,0,0,0,0
427989,1,35,0,0,0,0,0,0,0,0,0,0
392553,1,99,0,0,0,0,0,0,0,0,0,0
366505,2,35,18,0,0,0,0,0,0,0,0,0
402331,2,28,53,0,0,0,0,0,0,0,0,0
420714,1,99,0,0,0,0,0,0,0,0,0,0
395925,3,53,28,80,0,0,0,0,0,0,0,0
391626,3,9648,53,27,0,0,0,0,0,0,0,0
375794,0,0,0,0,0,0,0,0,0,0,0,0
391995,2,36,99,0,0,0,0,0,0,0,0,0
406785,2,35,16,0,0,0,0,0,0,0,0,0
419499,1,35,0,0,0,0,0,0,0,0,0,0
419507,1,35,0,0,0,0,0,0,0,0,0,0
423093,1,18,0,0,0,0,0,0,0,0,0,0
331588,3,35,18,10751,0,0,0,0,0,0,0,0
373451,2,10402,99,0,0,0,0,0,0,0,0,0
76341,4,28,12,878,53,0,0,0,0,0,0,0
135397,4,28,12,878,53,0,0,0,0,0,0,0
140607,4,28,12,878,14,0,0,0,0,0,0,0
286217,3,18,12,878,0,0,0,0,0,0,0,0
99861,3,28,12,878,0,0,0,0,0,0,0,0
