,genre_name,id,vote_average,popularity,pal_intensity_1,pal_intensity_2,pal_intensity_3,pal_intensity_4,pal_intensity_5,avg_red,avg_blue,avg_green
782,Comedy,85872,5.9,0.888008,762,765,763,756,764,254.0,254.19999999999999,253.80000000000001
783,Action,60747,5.2,1.273457,762,0,1,765,761,153.0,152.80000000000001,152.0
784,Thriller,15912,6.4,0.422141,6,7,7,7,6,0.80000000000000004,0.40000000000000002,5.4000000000000004
785,Romance,109689,6.5,1.866659,6,0,4,3,720,49.0,49.0,48.600000000000001
786,Action,14199,4.2,0.788081,0,2,3,5,6,0.80000000000000004,0.80000000000000004,1.6000000000000001
787,Romance,276401,6.5,0.574641,745,742,739,736,748,252.0,247.0,243.0
788,Romance,60281,5.9,1.050771,22,25,28,21,19,6.5999999999999996,7.4000000000000004,9.0
789,Drama,254721,7.1,0.592454,765,753,714,762,98,206.40000000000001,206.0,206.0
790,Action,41360,5.4,0.252318,765,763,759,20,764,204.0,205.0,205.19999999999999
791,Thriller,159095,5.5,0.470326,765,309,764,6,764,200.40000000000001,158.59999999999999,162.59999999999999
792,Drama,192133,5.4,0.61157,500,765,498,764,494,254.0,248.0,102.2
793,Action,334538,5.4,1.208064,71,62,68,59,65,16.0,25.0,24.0
794,Action,2502,7.2,4.189919,0,3,765,6,9,52.200000000000003,52.200000000000003,52.200000000000003
795,Comedy,10521,5.7,1.94255,765,664,696,667,706,232.0,232.80000000000001,234.80000000000001
796,Thriller,52274,6.7,1.165949,12,15,18,21,9,5.0,5.0,5.0
797,Comedy,373889,6.9,0.953941,765,764,763,764,40,206.19999999999999,206.40000000000001,206.59999999999999
798,Drama,283726,5.8,0.854615,252,248,251,765,756,237.19999999999999,106.40000000000001,110.8
799,Romance,1967,5.2,0.554072,0,3,6,9,1,1.3999999999999999,1.2,1.2
800,Comedy,144789,5.7,0.861944,335,322,0,332,2,90.799999999999997,35.600000000000001,71.799999999999997
801,Comedy,32577,5.8,0.651218,765,15,15,762,12,105.0,104.2,104.59999999999999
802,Romance,2752,5.2,0.598354,765,764,764,763,762,254.59999999999999,254.59999999999999,254.40000000000001
803,Comedy,280511,5.1,0.069726,765,764,763,764,336,254.40000000000001,214.40000000000001,209.59999999999999
804,Romance,6076,6.2,0.744135,765,762,764,763,764,254.59999999999999,254.59999999999999,254.40000000000001
805,Action,262543,5.6,2.825097,256,250,253,247,261,49.200000000000003,89.200000000000003,115.0
806,Thriller,1567,7.5,0.88248,279,18,15,277,278,147.19999999999999,10.4,15.800000000000001
807,Romance,1365,6.5,0.896543,13,16,10,19,3,7.4000000000000004,3.6000000000000001,1.2
808,Comedy,4247,5.9,2.24747,0,254,2,1,1,51.0,0.20000000000000001,0.40000000000000002
809,Comedy,325844,5.4,0.405724,765,227,764,763,757,244.0,205.19999999999999,206.0
810,Romance,8424,7.4,0.660229,0,3,765,5,37,53.600000000000001,53.399999999999999,55.0
811,Thriller,95516,5.5,1.446261,765,762,23,20,759,153.80000000000001,155.0,157.0
812,Action,14289,5.0,0.38126,0,3,2,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
813,Action,267860,5.7,4.345118,731,728,734,725,722,242.0,242.0,244.0
814,Thriller,357096,5.0,1.481692,765,762,759,756,753,253.0,253.0,253.0
815,Romance,93858,6.9,0.505854,25,728,25,511,514,117.59999999999999,125.0,118.0
816,Romance,4380,5.8,0.88619,6,3,9,0,12,2.0,2.0,2.0
817,Comedy,14585,6.8,0.263497,765,760,756,258,757,241.59999999999999,203.19999999999999,214.40000000000001
818,Comedy,7453,6.6,2.694344,0,2,3,1,4,0.40000000000000002,0.20000000000000001,1.3999999999999999
819,Comedy,240510,7.0,0.350859,765,762,759,764,756,253.59999999999999,253.80000000000001,253.80000000000001
820,Romance,11086,6.6,0.749088,25,28,31,22,34,5.0,10.0,13.0
821,Thriller,10727,4.9,0.997952,0,3,1,1,4,1.2,0.40000000000000002,0.20000000000000001
822,Comedy,12591,5.2,0.357042,0,765,17,3,15,51.600000000000001,51.200000000000003,57.200000000000003
823,Thriller,304372,5.5,0.806844,0,353,4,2,5,0.40000000000000002,22.199999999999999,50.200000000000003
824,Drama,47909,6.9,0.888,25,22,19,765,24,56.0,57.0,58.0
825,Comedy,15709,5.4,0.336254,765,762,762,759,764,254.19999999999999,253.80000000000001,254.40000000000001
826,Thriller,68812,6.4,1.496808,0,3,1,6,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
827,Comedy,4257,5.2,2.393171,326,765,323,21,62,150.59999999999999,74.799999999999997,74.0
828,Thriller,10832,6.0,0.656978,0,753,3,1,6,50.799999999999997,51.0,50.799999999999997
829,Drama,310569,7.8,0.731502,232,232,231,740,621,155.80000000000001,150.80000000000001,104.59999999999999
830,Romance,86,6.7,0.314506,765,763,762,760,761,254.59999999999999,254.40000000000001,253.19999999999999
831,Comedy,122906,7.7,4.784503,0,3,36,6,39,5.5999999999999996,5.5999999999999996,5.5999999999999996
832,Comedy,27866,7.5,0.204291,51,765,54,764,57,111.40000000000001,112.2,114.59999999999999
833,Thriller,9445,6.1,1.086105,0,3,6,9,12,1.8,2.2000000000000002,2.0
834,Drama,84341,6.3,1.06936,0,2,7,1,1,0.40000000000000002,0.20000000000000001,1.6000000000000001
835,Thriller,43552,4.8,0.993729,0,3,33,27,21,6.7999999999999998,6.2000000000000002,3.7999999999999998
836,Action,15136,6.4,0.91453,765,764,762,764,763,254.59999999999999,254.59999999999999,254.40000000000001
837,Action,876,6.5,0.701064,3,0,6,9,12,2.0,2.0,2.0
838,Thriller,226458,4.7,1.01946,0,3,6,9,12,2.0,2.0,2.0
839,Documentary,84330,6.2,0.485489,163,160,148,145,163,130.40000000000001,16.0,9.4000000000000004
840,Drama,22358,6.3,0.426305,726,569,544,579,585,194.80000000000001,195.80000000000001,210.0
841,Drama,70821,6.2,0.737712,657,665,662,651,654,224.59999999999999,217.80000000000001,215.40000000000001
842,Thriller,345875,4.1,0.193911,18,21,24,15,27,6.0,8.0,7.0
843,Action,134371,5.5,0.718499,65,56,68,59,62,17.0,20.0,25.0
844,Action,17774,3.7,0.76206,0,3,2,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
845,Romance,22215,5.7,0.577461,756,0,753,2,3,101.59999999999999,101.2,100.0
846,Drama,80530,7.2,0.177876,33,36,30,32,33,15.800000000000001,7.0,10.0
847,Romance,20943,6.3,2.251273,765,762,753,750,759,252.59999999999999,252.59999999999999,252.59999999999999
848,Thriller,13885,6.9,2.964853,0,1,1,3,3,1.0,0.40000000000000002,0.20000000000000001
849,Comedy,17413,5.6,0.148745,0,303,1,2,3,48.0,5.7999999999999998,8.0
850,Action,35791,5.8,0.120069,0,6,12,3,28,4.0,3.2000000000000002,2.6000000000000001
851,Comedy,288036,6.1,2.431804,765,100,763,764,762,210.0,210.40000000000001,210.40000000000001
852,Drama,371449,6.6,0.291399,154,163,157,148,160,32.399999999999999,48.600000000000001,75.400000000000006
853,Action,15991,5.0,0.347354,0,2,5,8,11,1.2,1.2,2.7999999999999998
854,Comedy,10663,5.8,1.347246,260,259,3,3,261,0.20000000000000001,63.600000000000001,93.400000000000006
855,Thriller,353345,5.0,0.452778,0,12,15,3,9,2.6000000000000001,2.6000000000000001,2.6000000000000001
856,Thriller,18191,6.1,0.33065,6,9,3,12,0,2.0,2.0,2.0
857,Thriller,222911,4.1,0.395216,106,109,115,112,103,41.0,36.0,32.0
858,Romance,11178,7.2,0.547637,302,751,754,748,182,228.59999999999999,159.19999999999999,159.59999999999999
859,Thriller,172226,5.4,1.718567,738,741,57,60,63,110.2,111.0,110.59999999999999
860,Romance,243,7.0,1.467846,0,765,759,756,404,201.59999999999999,178.80000000000001,156.40000000000001
861,Romance,41602,6.5,2.062015,38,36,42,40,39,1.3999999999999999,18.600000000000001,19.0
862,Animation,14609,6.5,0.541362,756,339,342,345,336,100.40000000000001,125.2,198.0
863,Romance,59436,7.3,3.019269,0,201,40,191,37,20.600000000000001,29.399999999999999,43.799999999999997
864,Comedy,2151,5.2,0.989503,73,76,70,79,74,22.199999999999999,26.199999999999999,26.0
865,Animation,10715,5.5,0.983526,25,25,765,763,28,114.0,105.40000000000001,101.8
866,Drama,641,7.8,1.513361,0,759,765,6,3,102.2,102.2,102.2
867,Romance,243683,6.7,3.283823,0,3,6,9,6,2.0,1.2,1.6000000000000001
868,Comedy,123229,5.4,0.173333,765,764,764,763,763,254.80000000000001,254.40000000000001,254.59999999999999
869,Action,11188,6.2,1.250027,0,3,1,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
870,Action,198663,7.0,8.211366,0,1,3,2,4,0.80000000000000004,1.0,0.20000000000000001
871,Thriller,18405,6.2,1.630699,7,6,11,4,16,0.20000000000000001,1.2,7.4000000000000004
872,Romance,254320,6.7,2.696978,721,724,734,730,727,245.0,244.80000000000001,237.40000000000001
873,Romance,12556,5.5,0.879969,120,124,120,134,131,119.59999999999999,2.6000000000000001,3.6000000000000001
874,Animation,161143,6.2,0.693188,491,494,488,497,629,99.200000000000003,187.40000000000001,233.19999999999999
875,Comedy,310135,6.8,0.666458,6,1,9,4,8,3.6000000000000001,1.0,1.0
876,Comedy,5851,5.3,0.844829,7,9,12,12,15,2.0,4.2000000000000002,4.7999999999999998
877,Romance,43539,6.9,2.077303,0,10,2,9,11,0.59999999999999998,1.0,4.7999999999999998
878,Comedy,496,6.5,2.502456,660,663,657,666,654,236.0,230.0,194.0
879,Action,7737,6.1,0.760774,30,36,30,33,33,31.399999999999999,0.80000000000000004,0.20000000000000001
880,Documentary,158999,7.9,0.759538,55,52,58,49,61,17.0,16.0,22.0
881,Drama,191294,6.8,1.71451,57,60,63,51,54,19.0,19.0,19.0
882,Comedy,110490,5.9,0.443073,0,3,2,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
883,Drama,55785,6.6,0.646862,765,762,759,756,763,253.80000000000001,253.80000000000001,253.40000000000001
884,Animation,278427,6.7,1.098955,6,9,4,72,2,4.7999999999999998,7.5999999999999996,6.2000000000000002
885,Action,300838,6.6,0.012942,24,33,21,28,31,9.4000000000000004,9.4000000000000004,8.5999999999999996
886,Action,37302,4.0,0.298742,6,5,4,7,2,0.59999999999999998,0.20000000000000001,4.0
887,Comedy,89492,5.6,1.264674,232,0,685,707,682,185.40000000000001,139.0,136.80000000000001
888,Romance,1253,6.3,0.769246,765,0,764,764,763,203.80000000000001,203.80000000000001,203.59999999999999
889,Thriller,2253,6.7,2.59789,765,0,15,241,764,138.59999999999999,108.8,109.59999999999999
890,Action,97632,2.7,0.517518,759,764,762,759,765,254.40000000000001,253.40000000000001,254.0
891,Thriller,97367,6.8,2.026671,137,159,153,156,134,53.399999999999999,52.200000000000003,42.200000000000003
892,Action,76349,4.9,0.395784,11,9,14,20,12,9.4000000000000004,3.2000000000000002,0.59999999999999998
893,Action,559,5.8,4.441774,0,9,2,6,3,1.2,1.2,1.6000000000000001
894,Action,41215,5.9,1.218775,12,14,11,17,9,8.0,3.3999999999999999,1.2
895,Action,228066,5.6,2.218744,44,0,40,43,56,6.4000000000000004,13.0,17.199999999999999
896,Comedy,170354,5.7,0.082787,765,762,764,764,763,254.59999999999999,254.59999999999999,254.40000000000001
897,Thriller,41446,6.0,2.360618,0,765,3,6,9,52.200000000000003,52.200000000000003,52.200000000000003
898,Drama,333596,6.9,0.301877,759,761,765,758,763,255.0,254.40000000000001,251.80000000000001
899,Thriller,256274,6.2,2.853364,288,285,285,288,284,233.59999999999999,31.0,21.399999999999999
900,Documentary,380808,7.6,0.737305,22,25,28,19,25,5.2000000000000002,6.5999999999999996,12.0
901,Comedy,15373,6.4,1.598957,765,0,744,2,747,151.59999999999999,150.0,150.0
902,Thriller,10185,6.0,0.459121,19,42,22,52,25,8.4000000000000004,10.800000000000001,12.800000000000001
903,Drama,157289,7.6,0.068769,53,56,57,54,59,33.600000000000001,15.6,6.5999999999999996
904,Documentary,11420,7.5,0.307052,765,342,51,762,759,204.0,170.40000000000001,161.40000000000001
905,Thriller,243688,5.0,3.00688,0,3,6,14,15,2.2000000000000002,2.0,3.3999999999999999
906,Action,17478,6.3,0.334602,274,0,282,5,1,0.40000000000000002,45.200000000000003,66.799999999999997
907,Drama,11600,6.0,1.195745,765,763,764,764,762,254.59999999999999,254.59999999999999,254.40000000000001
908,Action,301228,4.8,0.328105,4,0,7,2,765,51.200000000000003,51.600000000000001,52.799999999999997
909,Comedy,10393,6.0,1.049031,735,732,6,729,717,198.59999999999999,196.19999999999999,189.0
910,Thriller,138941,6.4,0.242204,0,3,4,3,1,1.6000000000000001,0.20000000000000001,0.40000000000000002
911,Romance,128246,7.7,0.447345,7,8,4,10,12,0.20000000000000001,0.0,8.0
912,Drama,101325,6.1,0.835007,3,0,6,1,6,1.3999999999999999,0.80000000000000004,1.0
913,Thriller,13855,7.6,0.919067,0,3,3,765,2,51.200000000000003,51.600000000000001,51.799999999999997
914,Romance,50124,4.2,1.333937,765,762,764,764,759,254.19999999999999,254.19999999999999,254.40000000000001
915,Documentary,50275,7.0,0.265218,0,3,3,1,139,5.7999999999999998,12.199999999999999,11.199999999999999
916,Comedy,12596,5.7,0.930078,0,1,3,2,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
917,Action,346672,5.0,14.685567,6,765,762,14,9,103.59999999999999,103.59999999999999,104.0
918,Romance,41210,5.9,1.894009,765,622,619,616,625,229.80000000000001,220.19999999999999,199.40000000000001
919,Romance,362136,5.9,0.207128,99,102,96,108,105,42.0,30.0,30.0
920,Comedy,370665,6.5,0.241117,51,48,45,42,39,15.6,14.800000000000001,14.6
921,Comedy,12096,5.5,1.636736,750,15,304,750,751,160.40000000000001,168.80000000000001,184.80000000000001
922,Action,305638,5.6,0.333757,4,3,7,6,2,1.2,2.3999999999999999,0.80000000000000004
923,Drama,28205,7.5,0.45612,0,3,1,4,6,2.3999999999999999,0.20000000000000001,0.20000000000000001
924,Romance,264729,5.7,0.516764,660,717,687,723,732,234.59999999999999,234.59999999999999,234.59999999999999
925,Comedy,228108,6.8,1.87803,181,178,187,176,179,1.8,69.200000000000003,109.2
926,Drama,256917,6.8,1.842232,765,91,763,108,88,106.59999999999999,120.59999999999999,135.80000000000001
927,Thriller,306966,5.2,0.174276,750,747,753,744,741,249.0,249.0,249.0
928,Romance,76696,7.2,0.573935,765,762,764,763,764,254.59999999999999,254.59999999999999,254.40000000000001
929,Thriller,64854,5.6,0.518742,759,756,753,762,750,252.0,252.0,252.0
930,Romance,41518,7.8,0.086616,15,9,12,18,17,4.5999999999999996,4.5999999999999996,5.0
931,Comedy,326423,6.1,0.556834,763,758,759,761,757,254.40000000000001,253.80000000000001,251.40000000000001
932,Comedy,310127,4.2,0.029343,765,696,232,243,233,199.0,116.2,118.59999999999999
933,Drama,1715,6.8,1.732981,175,182,185,189,187,1.0,65.200000000000003,117.40000000000001
934,Animation,7249,7.3,0.671597,729,130,85,563,566,116.40000000000001,145.0,153.19999999999999
935,Comedy,143049,6.0,0.555035,82,85,79,88,76,5.0,6.0,71.0
936,Romance,3635,6.5,1.541023,10,13,12,7,9,4.0,4.2000000000000002,2.0
937,Drama,2518,6.8,0.553399,0,1,2,1,3,0.40000000000000002,0.40000000000000002,0.59999999999999998
938,Thriller,127846,6.7,0.881372,0,1,2,1,3,0.80000000000000004,0.20000000000000001,0.40000000000000002
939,Action,12685,3.6,0.85964,0,765,3,762,6,102.40000000000001,102.40000000000001,102.40000000000001
940,Comedy,22476,6.0,0.269059,20,23,765,762,17,105.40000000000001,105.40000000000001,106.59999999999999
941,Comedy,2185,6.3,0.608562,759,757,273,270,70,203.80000000000001,105.40000000000001,116.59999999999999
942,Action,76341,7.2,29.549646,0,1,3,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
943,Comedy,9849,5.1,1.05101,9,87,10,8,12,0.20000000000000001,4.5999999999999996,20.399999999999999
944,Action,190754,6.2,0.215365,759,765,0,3,762,152.59999999999999,152.59999999999999,152.59999999999999
945,Drama,9763,6.5,1.200027,0,5,765,3,762,102.8,102.0,102.2
946,Action,75204,5.7,0.514052,31,34,36,12,15,2.7999999999999998,10.6,12.199999999999999
947,Comedy,1783,6.6,0.45367,0,3,5,4,1,1.3999999999999999,1.0,0.20000000000000001
948,Action,956,6.4,5.102804,5,5,3,5,6,2.0,0.20000000000000001,2.6000000000000001
949,Action,9313,6.2,2.173349,21,18,24,15,27,7.0,7.0,7.0
950,Drama,377273,7.8,0.701736,765,5,5,22,23,52.200000000000003,51.799999999999997,60.0
951,Thriller,306964,5.3,0.638854,14,20,23,11,17,7.0,6.0,4.0
952,Drama,85350,7.5,4.298811,13,14,12,11,17,0.0,13.4,0.0
953,Action,134374,6.1,2.852882,3,765,6,763,0,102.59999999999999,102.59999999999999,102.2
954,Action,438,5.7,1.395213,34,0,33,36,42,8.5999999999999996,10.6,9.8000000000000007
955,Action,334074,5.4,3.079846,0,2,1,1,3,0.40000000000000002,0.40000000000000002,0.59999999999999998
956,Comedy,244534,5.3,0.746572,765,762,764,763,759,254.19999999999999,254.40000000000001,254.0
957,Comedy,8961,6.3,1.747798,1,0,2,1,2,0.20000000000000001,0.59999999999999998,0.40000000000000002
958,Comedy,80015,5.2,0.165888,378,0,381,383,389,0.0,130.40000000000001,175.80000000000001
959,Drama,254578,6.4,0.435239,93,96,90,99,102,32.0,32.0,32.0
960,Action,72912,5.2,0.490338,51,48,54,45,57,17.0,17.0,17.0
961,Animation,251768,5.9,0.514698,563,515,565,549,765,168.59999999999999,209.40000000000001,213.40000000000001
962,Romance,13969,5.2,0.451982,765,741,738,744,747,249.80000000000001,248.19999999999999,249.0
963,Thriller,8653,6.9,0.399198,0,3,2,1,5,0.59999999999999998,0.40000000000000002,1.2
964,Romance,69,7.3,2.044811,759,24,37,758,40,109.0,108.59999999999999,106.0
965,Drama,192132,6.3,1.286782,765,595,598,601,592,249.80000000000001,172.19999999999999,208.19999999999999
966,Comedy,12277,5.4,0.310049,765,11,9,9,12,54.399999999999999,53.399999999999999,53.399999999999999
967,Drama,186976,6.8,0.14864,750,761,756,755,744,251.19999999999999,251.0,251.0
968,Thriller,347754,4.5,0.688707,765,762,20,23,764,153.80000000000001,155.59999999999999,157.40000000000001
969,Thriller,276902,5.3,0.600545,644,639,647,636,642,237.19999999999999,214.0,190.40000000000001
970,Romance,9476,6.5,2.642183,40,43,765,46,37,61.0,61.799999999999997,63.399999999999999
971,Romance,47320,6.4,0.563159,765,764,764,763,762,254.19999999999999,254.80000000000001,254.59999999999999
972,Comedy,9352,6.4,1.443228,765,762,459,462,456,169.59999999999999,191.19999999999999,220.0
973,Romance,382399,6.9,0.685943,0,2,8,6,17,0.40000000000000002,0.0,6.2000000000000002
974,Romance,11931,5.9,1.76112,765,756,740,713,745,248.59999999999999,248.59999999999999,246.59999999999999
975,Comedy,11692,4.3,1.621141,46,45,23,40,26,26.199999999999999,0.40000000000000002,9.4000000000000004
976,Action,869,5.5,3.709585,0,2,3,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
977,Animation,228161,6.8,3.563426,652,643,704,654,650,177.0,228.80000000000001,254.80000000000001
978,Documentary,12456,6.6,0.144536,684,678,690,672,674,220.40000000000001,228.19999999999999,231.0
979,Action,44865,6.3,1.578382,3,0,765,6,9,52.200000000000003,52.200000000000003,52.200000000000003
980,Comedy,340,7.4,1.298831,31,3,6,34,0,2.3999999999999999,3.2000000000000002,9.1999999999999993
981,Action,41283,6.1,1.619256,14,17,20,11,17,1.6000000000000001,5.4000000000000004,8.8000000000000007
982,Animation,420803,7.3,0.297497,618,619,427,430,424,196.59999999999999,172.80000000000001,134.19999999999999
983,Thriller,49797,7.5,1.184539,41,37,40,34,53,13.6,11.4,16.0
984,Comedy,14771,6.1,0.914152,737,734,607,625,622,221.40000000000001,221.59999999999999,222.0
985,Thriller,9793,5.0,1.212558,8,10,10,14,12,10.199999999999999,0.0,0.59999999999999998
986,Drama,15774,7.0,0.297202,443,437,440,446,30,69.200000000000003,121.40000000000001,168.59999999999999
987,Comedy,16367,6.4,0.217368,765,764,764,763,762,254.59999999999999,254.59999999999999,254.40000000000001
988,Action,199578,4.7,0.379716,3,0,6,1,3,1.3999999999999999,0.40000000000000002,0.80000000000000004
989,Thriller,25853,5.0,0.317148,83,78,80,81,87,25.600000000000001,27.600000000000001,28.600000000000001
990,Documentary,58492,6.3,0.475358,442,575,739,436,445,247.80000000000001,201.80000000000001,77.799999999999997
